x,y,z
110,310,a
114,310,a
132,310,a
136,310,a
143,310,a
146,310,a
151,309,a
163,308,a
168,307,a
173,307,a
179,305,a
184,303,a
187,302,a
190,301,a
195,299,a
200,297,a
202,294,a
205,292,a
206,290,a
208,289,a
209,288,a
210,287,a
211,286,a
212,285,a
213,283,a
217,278,a
218,276,a
219,274,a
219,271,a
220,269,a
220,267,a
221,266,a
221,263,a
222,260,a
222,257,a
222,253,a
223,250,a
223,247,a
223,245,a
224,242,a
224,240,a
224,237,a
224,235,a
224,234,a
224,233,a
224,232,a
495,266,a
495,265,a
495,265,a
496,269,a
496,274,a
497,280,a
499,284,a
500,291,a
500,294,a
501,298,a
502,303,a
503,307,a
504,309,a
504,310,a
508,316,a
509,319,a
510,321,a
512,323,a
513,324,a
514,325,a
521,327,a
524,327,a
527,326,a
532,325,a
537,325,a
540,324,a
549,324,a
556,325,a
575,329,a
585,331,a
593,332,a
601,333,a
607,334,a
615,335,a
652,340,a
656,340,a
659,340,a
660,340,a
662,340,a
664,339,a
666,338,a
667,337,a
667,335,a
667,333,a
666,331,a
664,328,a
663,325,a
661,321,a
659,315,a
657,312,a
655,307,a
653,304,a
651,300,a
649,296,a
646,293,a
644,291,a
642,288,a
639,285,a
637,283,a
234,154,a
229,149,a
221,139,a
218,135,a
214,131,a
212,128,a
207,122,a
204,116,a
202,111,a
200,107,a
198,103,a
197,100,a
196,99,a
195,96,a
195,95,a
194,93,a
193,92,a
193,90,a
192,86,a
192,84,a
191,83,a
518,154,a
528,144,a
530,140,a
533,136,a
536,132,a
537,129,a
539,124,a
542,117,a
543,113,a
544,105,a
547,96,a
549,86,a
549,83,a
550,80,a
550,79,a
550,79,a
550,78,a
550,78,a
270,89,a
265,74,a
263,69,a
261,48,a
259,40,a
259,37,a
259,34,a
259,33,a
259,32,a
259,31,a
259,30,a
259,25,a
258,23,a
258,19,a
259,16,a
259,15,a
470,92,a
469,92,a
471,89,a
474,84,a
476,80,a
477,74,a
478,70,a
480,64,a
480,58,a
480,52,a
480,48,a
481,42,a
481,38,a
481,33,a
481,29,a
481,26,a
481,25,a
481,25,a
480,30,a
479,35,a
477,42,a
476,48,a
476,52,a
476,56,a
476,66,a
476,71,a
476,83,a
476,87,a
474,90,a
473,91,a
472,91,a
470,92,a
265,81,a
257,57,a
252,28,a
251,19,a
252,19,a
252,18,a
254,19,a
255,19,a
255,19,a
256,15,a
256,15,a
258,18,a
258,19,a
256,36,a
256,43,a
255,51,a
255,57,a
257,64,a
259,68,a
261,71,a
262,74,a
265,83,a
266,84,a
266,84,a
362,292,a
360,294,a
359,296,a
358,298,a
358,301,a
356,304,a
354,306,a
352,309,a
351,312,a
348,315,a
346,318,a
344,320,a
341,323,a
338,325,a
336,328,a
333,329,a
330,331,a
326,332,a
323,333,a
321,334,a
316,334,a
313,335,a
310,335,a
306,335,a
303,335,a
294,335,a
291,334,a
288,333,a
286,332,a
284,331,a
283,330,a
280,327,a
278,325,a
275,321,a
273,317,a
272,313,a
271,309,a
270,305,a
270,301,a
269,298,a
269,296,a
269,293,a
269,290,a
268,287,a
268,283,a
268,281,a
269,281,a
271,280,a
274,278,a
276,278,a
280,277,a
289,276,a
293,275,a
304,275,a
310,275,a
313,274,a
317,274,a
320,274,a
324,274,a
327,275,a
330,276,a
334,277,a
336,277,a
338,278,a
342,279,a
344,281,a
347,282,a
350,283,a
353,287,a
355,288,a
357,290,a
360,292,a
360,292,a
384,294,a
384,296,a
387,302,a
390,305,a
393,312,a
394,315,a
395,318,a
395,322,a
396,325,a
397,331,a
400,336,a
402,337,a
404,339,a
407,339,a
410,340,a
414,341,a
417,341,a
421,341,a
424,341,a
426,341,a
433,340,a
440,339,a
443,338,a
446,336,a
448,336,a
451,334,a
454,332,a
457,330,a
460,327,a
461,325,a
463,322,a
464,319,a
464,316,a
465,312,a
465,310,a
466,306,a
466,304,a
466,302,a
466,300,a
466,297,a
466,297,a
464,294,a
461,292,a
458,290,a
453,289,a
450,288,a
446,287,a
441,286,a
435,286,a
432,286,a
427,286,a
421,286,a
415,285,a
411,285,a
408,285,a
402,285,a
399,285,a
396,286,a
391,287,a
389,289,a
383,290,a
382,291,a
382,291,a
337,242,a
341,241,a
344,241,a
347,241,a
351,241,a
356,241,a
360,241,a
366,241,a
368,241,a
372,241,a
376,242,a
377,242,a
381,243,a
384,243,a
389,244,a
391,245,a
392,245,a
393,246,a
363,272,a
366,274,a
369,277,a
372,278,a
375,279,a
376,279,a
378,279,a
380,278,a
382,277,a
384,276,a
386,275,a
387,274,a
387,274,a
233,330,a
231,328,a
228,326,a
225,323,a
224,321,a
221,317,a
221,316,a
491,325,a
492,324,a
495,320,a
496,318,a
497,317,a
